中部門コード,中部門名称,売上日付,部門区分,売上№,送り状№,受注№,得意先コード,得意先名称,納品先コード,納品先名称,売上担当者コード,売上担当者名称,大部門コード,大部門名称,相手先伝票№,送り状番号,伝票区分名,納入日付,送り状発行区分,運送会社コード,運送会社名称,配送区分,得意先締日,消費税率,帳端区分,取引区分,在庫管理NO.,品名コード,品名,規格,目付コード,寸法,単重,入数,個数,総重量,計算区分名,売上単価,売上金額,消費税金額,原価単価,原価金額,出庫倉庫コード,出庫倉庫名,行摘要１,行摘要２,備考,ユーザーID,ユーザー名称
2,営業２部,20250828,3,00327684,00024430,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,商品,L325082151,2L2600,SHGA270C,"  34/5",," 2.300 ×    360.00 ×  C",1155,0,2,2310,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250828,3,00327684,00024430,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,3420,ｔ単価,0,19500,1950,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250828,3,00327685,00024429,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,商品,L325072687,2L2600,SCGA270C,"  492",," 1.200 ×    215.00 ×  C",1075,0,1,1075,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 522m",,,3119,川口知登世
2,営業２部,20250828,3,00327685,00024429,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,商品,L325081828,2L2400,SPC440X,"  215/6",," 1.400 ×    345.00 ×  C",1130,0,3,3390,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 307m",,,3119,川口知登世
2,営業２部,20250828,3,00327685,00024429,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,商品,L325080223,2L2600,SCGA270DX,"  264",," 1.400 ×    195.00 ×  C",890,0,1,890,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 418m",,,3119,川口知登世
2,営業２部,20250828,3,00327685,00024429,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,商品,L325080749,2L2600,SCGA270DX,"  264",," 1.400 ×    195.00 ×  C",880,0,2,1760,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 416m",,,3119,川口知登世
2,営業２部,20250828,3,00327685,00024429,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250828,2,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,7115,ｔ単価,0,17500,1750,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250829,2,00202497,00137587,,23016500,竹原製罐,00231130,竹原製罐,00000209,片岡,2,大阪本店,,137587,売上,20250829,2,,,配達,15日,10,0,商品,E125070281,2E2000,ﾌﾗｯｸ鋼板,両面ｼﾙﾊﾞｰｵｲﾙﾎﾟｯﾄ胴,," 0.320 ×    285.00 ×    932.00",0.6670,1400,1,934,ｔ単価,442000,412828,41283,380476,355365,00000202,東大阪Ｂ,,,,2158,安藤美佳
2,営業２部,20250829,2,00202497,00137587,,23016500,竹原製罐,00231130,竹原製罐,00000209,片岡,2,大阪本店,,137587,売上,20250829,2,,,配達,15日,10,0,商品,C125081737,2C1000,ＥＴ,2.8/2.8 T2.5,," 0.210 ×    729.00 ×    853.00",1.0250,997,1,1022,ｔ単価,320000,327040,32704,257311.15,262972,00000202,東大阪Ｂ,165x729へｶｯﾄ済,,,2158,安藤美佳
2,営業２部,20250829,2,00202510,00137538,,27160220,山下印刷紙器,00270662,山下印刷㈱  鈴鹿工場,00000230,竹原,2,大阪本店,,137538,売上,20250829,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,L125080808,2L1000,ＥＣ,2.8/2.8 DR-8 NR,," 0.170 ×    231.00 ×  C",505,0,2,1010,ｔ単価,351000,354510,35451,300570.30,303576,00000205,南港Ｃ倉庫,No.03-541280,819-9013,,2254,山根　茉里奈
2,営業２部,20250829,2,00202510,00137538,,27160220,山下印刷紙器,00270662,山下印刷㈱  鈴鹿工場,00000230,竹原,2,大阪本店,,137538,売上,20250829,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,L125081373,2L1000,ＥＣ,2.8/2.8 DR-8 NR,," 0.170 ×    231.00 ×  C",745,0,4,2980,ｔ単価,351000,1045980,104598,299359.40,892091,00000205,南港Ｃ倉庫,No.04-430128,819-9013,,2254,山根　茉里奈
2,営業２部,20250829,2,00202520,00137391,,22233540,七福鋼業  滋賀,00320401,七福鋼業㈱滋賀,00000137,新木,2,大阪本店,,137391,売上,20250829,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,C124103987,2C2600,SGHC-Z12,,," 2.300 ×  1,219.00 ×  2,000.00",44.50,44,2,3916,ｔ単価,117000,458172,45817,107875.16,422439,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250829,2,00202520,00137391,,22233540,七福鋼業  滋賀,00320401,七福鋼業㈱滋賀,00000137,新木,2,大阪本店,,137391,売上,20250829,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,C125080639,2C2600,SGCC-Z12,,," 0.500 ×  1,025.00 ×  1,800.00",7.58,263,3,5982,ｔ単価,130000,777660,77766,96349.67,576364,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250829,2,00202521,00137746,,20248040,井上鋼板,00305890,井上鋼板,00000137,新木,2,大阪本店,,137746,売上,20250829,2,028,中村運送2t車(小林),配達,20日,10,0,商品,C125041532,2C2500,SECC-GX-K2,,," 1.600 ×    914.00 ×  1,219.00",14,72,1,1008,ｔ単価,130000,131040,13104,111623.02,112516,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250829,2,00202542,00137711,,25400050,ファイン技研,00254005,ファイン技研,00000230,竹原,2,大阪本店,,137711,売上,20250829,2,029,日本ロジコム(下浦),配達,20日,10,0,商品,L125082198,2L2400,SPCC-SD,,," 0.800 ×    115.00 ×  C",639,0,1,639,ｔ単価,137000,87543,8754,103458.53,66110,00000204,南港Ｂ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250829,2,00202542,00137711,,25400050,ファイン技研,00254005,ファイン技研,00000230,竹原,2,大阪本店,,137711,売上,20250829,2,029,日本ロジコム(下浦),配達,20日,10,0,商品,L125082471,2L2400,SPCC-SD,,," 0.800 ×    115.00 ×  C",657,0,1,657,ｔ単価,137000,90009,9001,103458.14,67972,00000204,南港Ｂ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250829,2,00202546,00137709,,26270220,宮島工業　八尾,00262701,宮島工業羽曳野,00000230,竹原,2,大阪本店,,137709,売上,20250829,2,030,日本ロジコム(梶原),配達,10日,10,0,商品,L125072909,2L2400,SPCC-SD,,," 0.800 ×    107.00 ×  C",724,0,2,1448,ｔ単価,148000,214304,21430,109133.98,158026,00000204,南港Ｂ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250829,2,00202546,00137709,,26270220,宮島工業　八尾,00262701,宮島工業羽曳野,00000230,竹原,2,大阪本店,,137709,売上,20250829,2,030,日本ロジコム(梶原),配達,10日,10,0,商品,L125082191,2L2400,SPCC-SD,,," 0.800 ×    107.00 ×  C",595,0,8,4760,ｔ単価,148000,704480,70448,103458.40,492462,00000204,南港Ｂ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250829,2,00202555,,,29999300,南港(ｽｸﾗｯﾌﾟ）,00399000,,00009991,その他 営業,2,大阪本店,,,売上,20250829,2,,,その他,20日,10,0,商品,,ZZZ1,ｽｸﾗｯﾌﾟ,,,,0,0,-1,3822,ｔ単価,25000,95550,0,25000,95550,00000203,南港Ａ倉庫,,,8月度、本店→南港,3078,大野寛之
2,営業２部,20250829,2,00202555,,,29999300,南港(ｽｸﾗｯﾌﾟ）,00399000,,00009991,その他 営業,2,大阪本店,,,売上,20250829,2,,,その他,20日,10,0,商品,,ZZZ1,ｽｸﾗｯﾌﾟ,,,,0,0,-1,4375,ｔ単価,25000,109375,0,25000,109375,00000204,南港Ｂ倉庫,,,8月度、本店→南港,3078,大野寛之
2,営業２部,20250829,2,00202555,,,29999300,南港(ｽｸﾗｯﾌﾟ）,00399000,,00009991,その他 営業,2,大阪本店,,,売上,20250829,2,,,その他,20日,10,0,商品,,ZZZ1,ｽｸﾗｯﾌﾟ,,,,0,0,-1,1390,ｔ単価,6093.53,8470,0,6093.53,8470,00000205,南港Ｃ倉庫,,,8月度、本店→南港,3078,大野寛之
2,営業２部,20250829,2,00202575,00137643,,25206130,ＢＸ朝日建材,00232775,BX朝日建材,00000137,新木,2,大阪本店,,137643,売上,20250902,2,,,配達,末日,10,1,商品,C125082676,2C2600,SGHC-SZCX-F12,,F12," 1.600 ×  1,524.00 ×  2,550.00",49.50,40,3,5940,ｔ単価,150000,891000,89100,120000,712800,00000243,堺鋼板泉北,,,,2158,安藤美佳
2,営業２部,20250829,2,00202575,00137643,,25206130,ＢＸ朝日建材,00232775,BX朝日建材,00000137,新木,2,大阪本店,,137643,売上,20250902,2,,,配達,末日,10,1,商品,C125082677,2C2600,SGHC-SZCX-F12,,F12," 1.600 ×  1,524.00 ×  2,220.00",43.10,46,1,1983,ｔ単価,150000,297450,29745,120000,237960,00000243,堺鋼板泉北,,,,2158,安藤美佳
2,営業２部,20250829,2,00202575,00137643,,25206130,ＢＸ朝日建材,00232775,BX朝日建材,00000137,新木,2,大阪本店,,137643,売上,20250902,2,,,配達,末日,10,1,商品,C125082678,2C2600,SGHC-SZCX-F12,,F12," 1.600 ×  1,524.00 ×  2,220.00",43.10,42,1,1810,ｔ単価,150000,271500,27150,120000,217200,00000243,堺鋼板泉北,,,,2158,安藤美佳
2,営業２部,20250829,3,00327718,00024431,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325042123,2L2300,SPH270C,"  119",," 1.600 ×     73.00 ×  C",220,0,1,220,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250829,3,00327718,00024431,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325080044,2L2300,SPH270C,"  119",," 1.600 ×     73.00 ×  C",210,0,3,630,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250829,3,00327718,00024431,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325072788,2L2400,SPC440,"  178/9",," 1.200 ×    176.00 ×  C",500,0,3,1500,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250829,3,00327718,00024431,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325060289,2L2400,SPC270C,"  32",," 1.400 ×    200.00 ×  C",745,0,1,745,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250829,3,00327718,00024431,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325071373,2L2600,SHGA270C,"  126/7",," 2.300 ×    260.00 ×  C",810,0,1,810,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250829,3,00327718,00024431,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,3905,ｔ単価,0,19500,1950,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250829,3,00327719,00024432,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325080222,2L2600,SHGA440,"  493/4",," 1.600 ×    305.00 ×  C",1690,0,1,1690,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 434m",,,3119,川口知登世
2,営業２部,20250829,3,00327719,00024432,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,商品,L325080814,2L2600,SCGA270CX,"  293/4",," 1.000 ×    285.00 ×  C",930,0,2,1860,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 421m",,,3119,川口知登世
2,営業２部,20250829,3,00327719,00024432,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250829,2,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,3550,ｔ単価,0,17500,1750,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250829,3,00327740,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250829,2,,,配達,20日,10,0,商品,A225081718,3A2600,SCGA270DX,"  NM02578",," 1.400 ×  1,175.00 ×  C",5336,0,1,5336,ｔ単価,159900,853226,85323,159900,853226,00000203,南港Ａ倉庫,,,,3119,川口知登世
2,営業２部,20250901,2,00202577,00137764,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137764,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125073344,2L1000,ＥＣ,2.8/2.8 T2CA M1,," 0.280 ×     79.00 ×  C",176,0,10,1760,ｔ単価,302000,531520,53152,227918.62,401137,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202577,00137764,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137764,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125071847,2L1000,ＥＣ,2.8/2.8 T2.5BA R1 G,," 0.240 ×     82.00 ×  C",199,0,5,995,ｔ単価,302000,300490,30049,233191.71,232026,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202600,00137409,,25422170,冨士工業,00254240,冨士工業,00000137,新木,2,大阪本店,,137409,売上,20250901,2,006,新潟運輸,配達,20日,10,0,商品,L125051092,2L2600,MSM-CC-DZC45/45,,," 0.400 ×    166.00 ×  C",302,0,2,604,ｔ単価,290000,175160,17516,238948.31,144325,00000205,南港Ｃ倉庫,発注№694902,,,2158,安藤美佳
2,営業２部,20250901,2,00202600,00137409,,25422170,冨士工業,00254240,冨士工業,00000137,新木,2,大阪本店,,137409,売上,20250901,2,006,新潟運輸,配達,20日,10,0,運賃,,2Z100,立替運賃,,,,0,0,0,0,ｔ単価,0,18000,1800,0,0,00000205,南港Ｃ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202663,00137710,,21582050,クリエイト,02000123,岡田製作所,00000232,船吉,2,大阪本店,,137710,売上,20250901,2,028,中村運送2t車(小林),配達,末日,10,0,商品,L125063273,2L1000,サテン,T-2.5,," 0.200 ×     72.00 ×  C",169,0,7,1183,ｔ単価,326000,385658,38566,231773.18,274188,00000205,南港Ｃ倉庫,,,8/27納品分,2257,馬場 麻菜実
2,営業２部,20250901,2,00202663,00137710,,21582050,クリエイト,02000123,岡田製作所,00000232,船吉,2,大阪本店,,137710,売上,20250901,2,028,中村運送2t車(小林),配達,末日,10,0,商品,L125063364,2L1000,ＥＣ," T-2.5",," 0.200 ×     66.00 ×  C",113,0,4,452,ｔ単価,326000,147352,14735,235798.67,106581,00000205,南港Ｃ倉庫,,,8/27納品分,2257,馬場 麻菜実
2,営業２部,20250901,2,00202663,00137710,,21582050,クリエイト,02000123,岡田製作所,00000232,船吉,2,大阪本店,,137710,売上,20250901,2,028,中村運送2t車(小林),配達,末日,10,0,商品,L125070355,2L1000,ＥＣ," T-2.5",," 0.200 ×     66.00 ×  C",115,0,2,230,ｔ単価,326000,74980,7498,235802.17,54234,00000205,南港Ｃ倉庫,,,8/27納品分,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125070355,2L1000,ＥＣ," T-2.5",," 0.200 ×     66.00 ×  C",115,0,6,690,ｔ単価,326000,224940,22494,235802.17,162703,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L124052230,2L2000,タルク,T-3,," 0.210 ×     66.00 ×  C",117,0,3,351,ｔ単価,375000,131625,13163,289142.45,101489,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L124101504,2L2000,タルク," T-6",," 0.225 ×     66.00 ×  C",159,0,3,477,ｔ単価,375000,178875,17888,289155.14,137927,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125060270,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",92,0,4,368,ｔ単価,326000,119968,11997,289144.02,106405,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125081978,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",84,0,1,84,ｔ単価,326000,27384,2738,289142.86,24288,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125081979,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",83,0,1,83,ｔ単価,326000,27058,2706,289144.58,23999,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125081980,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",79,0,1,79,ｔ単価,326000,25754,2575,289139.24,22842,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125082161,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",82,0,1,82,ｔ単価,326000,26732,2673,289134.15,23709,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125082162,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",81,0,1,81,ｔ単価,326000,26406,2641,289135.80,23420,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125082163,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",81,0,1,81,ｔ単価,326000,26406,2641,289135.80,23420,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202669,00137765,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,137765,売上,20250901,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125082164,2L1000,ＥＣ," T-2.5",," 0.200 ×     44.00 ×  C",81,0,1,81,ｔ単価,326000,26406,2641,289135.80,23420,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250901,2,00202689,00137776,,23805820,東洋事務器工業,00238650,東洋事務器工業,00000031,的場,2,大阪本店,,137776,売上,20250901,2,,,配達,末日,10,0,商品,C125072722,2C2400,SPCC-SD,,," 0.600 ×    583.00 ×  1,733.00",4.76,255,1,1214,ｔ単価,114000,138396,13840,109906.10,133426,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202689,00137776,,23805820,東洋事務器工業,00238650,東洋事務器工業,00000031,的場,2,大阪本店,,137776,売上,20250901,2,,,配達,末日,10,0,商品,C125081622,2C2400,SPCC-SD,,," 0.600 ×    583.00 ×  1,733.00",4.76,95,1,452,ｔ単価,114000,51528,5153,101692.48,45965,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202689,00137776,,23805820,東洋事務器工業,00238650,東洋事務器工業,00000031,的場,2,大阪本店,,137776,売上,20250901,2,,,配達,末日,10,0,商品,C125081623,2C2400,SPCC-SD,,," 0.600 ×    583.00 ×  1,733.00",4.76,350,3,4998,ｔ単価,114000,569772,56977,101693.40,508264,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202689,00137776,,23805820,東洋事務器工業,00238650,東洋事務器工業,00000031,的場,2,大阪本店,,137776,売上,20250901,2,,,配達,末日,10,0,商品,C125072694,2C2400,SPCC-SD,,," 0.650 ×    587.50 ×  1,833.00",5.49,34,1,187,ｔ単価,114000,21318,2132,110155.08,20599,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202689,00137776,,23805820,東洋事務器工業,00238650,東洋事務器工業,00000031,的場,2,大阪本店,,137776,売上,20250901,2,,,配達,末日,10,0,商品,C125081655,2C2400,SPCC-SD,,," 0.650 ×    587.50 ×  1,833.00",5.49,266,1,1460,ｔ単価,114000,166440,16644,102180.82,149184,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202689,00137776,,23805820,東洋事務器工業,00238650,東洋事務器工業,00000031,的場,2,大阪本店,,137776,売上,20250901,2,,,配達,末日,10,0,商品,C125081656,2C2400,SPCC-SD,,," 0.650 ×    587.50 ×  1,833.00",5.49,300,3,4941,ｔ単価,114000,563274,56327,102181.34,504878,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250901,2,00202702,00137924,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137924,売上,20250901,2,,,配達,15日,10,0,商品,E125072439,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    420.00 ×    495.00",0.5220,500,-1,-261,ｔ単価,437000,-114057,-11406,409885.06,-106980,00000202,東大阪Ｂ,実寸0.32-420x511,,枚数訂正の為,2158,安藤美佳
2,営業２部,20250901,2,00202702,00137924,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137924,売上,20250901,2,,,配達,15日,10,0,商品,E125072440,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    270.00 ×    495.00",0.3360,500,-2,-336,ｔ単価,437000,-146832,-14683,409883.93,-137721,00000202,東大阪Ｂ,実寸0.32-270x511,,枚数訂正の為,2158,安藤美佳
2,営業２部,20250901,2,00202702,00137924,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137924,売上,20250901,2,,,配達,15日,10,0,商品,E125081719,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    370.00 ×    495.00",0.46,1500,-1,-690,ｔ単価,437000,-301530,-30153,403253.62,-278245,00000202,東大阪Ｂ,実寸0.32-370x511,,枚数訂正の為,2158,安藤美佳
2,営業２部,20250901,2,00202702,00137924,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137924,売上,20250901,2,,,配達,15日,10,0,商品,E125081720,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    325.00 ×    495.00",0.4040,2000,-1,-808,ｔ単価,437000,-353096,-35310,403257.43,-325832,00000202,東大阪Ｂ,実寸0.32-325x511,,枚数訂正の為,2158,安藤美佳
2,営業２部,20250901,2,00202705,00137930,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137930,売上,20250901,2,,,配達,15日,10,0,商品,E125090863,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    420.00 ×    495.00",0.5220,302,1,158,ｔ単価,437000,69046,6905,408120.25,64483,00000202,東大阪Ｂ,実寸0.32-495x511,,,2158,安藤美佳
2,営業２部,20250901,2,00202705,00137930,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137930,売上,20250901,2,,,配達,15日,10,0,商品,E125090864,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    270.00 ×    495.00",0.3360,756,1,254,ｔ単価,437000,110998,11100,408122.05,103663,00000202,東大阪Ｂ,実寸0.32-270x511,,,2158,安藤美佳
2,営業２部,20250901,2,00202705,00137930,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137930,売上,20250901,2,,,配達,15日,10,0,商品,E125090865,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    370.00 ×    495.00",0.46,1272,1,585,ｔ単価,437000,255645,25565,408123.08,238752,00000202,東大阪Ｂ,実寸0.32-370x511,,,2158,安藤美佳
2,営業２部,20250901,2,00202705,00137930,,23010120,高木金属,00230110,高木金属,00000209,片岡,2,大阪本店,,137930,売上,20250901,2,,,配達,15日,10,0,商品,E125090866,2E2000,ﾌﾗｯｸ鋼板,ﾚﾝｼﾞｶﾞｰﾄﾞ(BC),," 0.320 ×    325.00 ×    495.00",0.4040,1753,1,708,ｔ単価,437000,309396,30940,408127.12,288954,00000202,東大阪Ｂ,実寸0.32-370x511,,,2158,安藤美佳
